id;goal;social goals;communication and contact;volunteer work and idealism;career goals;grades;duration of studies;graduation;orientation;job opportunities;networking;status and wealth;safety;educational goals;knowledge;comprehension;competences;personal growth;scientific methods;concrete goals;practical experiences;going abroad;foreign languages;temporal scope;within this semester;within studies;beyond studies;private or professional;professional;private;other tags;nonsense;fun, happiness, satisfaction;S.M.A.R.T.;programming;too vague;sport
898;Eine interessante Arbeit finden;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;True;False;True;False;False;False;False
899;Bachelor of Science;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
900;Softwareentwicklung ;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False
901;Webentwicklung;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False
902;Mein Studium abschließen;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False
903;Renommierte Praktika absolvieren;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
904;Einen LLM machen;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
905;eine weitere Sprache lernen;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False
906;Arbeiten an verschiedenen Arbeitsplätzen;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False
907;Persönliche Entwicklung;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False
908;Interessante Dinge lernen;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False
909;Zeit für Bildung nehmen;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
910;Weltverständnis fördern ;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
911;Keine Langeweile haben;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;True;False
912;Beruflich abgesichert sein;False;False;False;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False
913;Vielleicht zu Forschung beitragen;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
914;Programmieren lernen;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False
915;Wissen, Zusammenhänge besser verstehen und verknüpfen zu können;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
916;Kontakte für Projekte;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
917;Informatikkenntnisse;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
918;Eigenständigkeit;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
919;Teamarbeit;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
920;Selbsteinschätzung;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
921;mein studium abschließen;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False
922;Regelstudienzeit;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
923;Regelstudienzeit;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
924;Ausbildung absolvieren: Psychologische Psychotherapie;False;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;True;False;False;True;False;False;False
925;Mein Studium erfolgreich abschließen.;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False
926;Experte auf einem Gebiet werden.;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
927;Leidenschaft finden.;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False
928;Praktika machen.;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
929;So viel Wissen und Fähigkeiten erlangen, sodass ich den SuS einen interessanten, qualitativ hohen und informativen Unterricht anbieten kann;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
930;Bachelorabschluss;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
931;gute Jobperspektiven;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False
932;Programmieren lernen;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False
933;Bachelor of Science Informatik;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
934;Master of Science Informatik ;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
935;Mehr über das Themengebiet zu erfahren;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
936;Bachelor;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
937;erfolgreicher Abschluss ;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False
938;vorbereitet sein auf das Berufsleben;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
939;Dinge lernen, die mich interessieren;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
940;Erwerb von Kompetenzen;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
941;Lösung komplexer Sachverhalte;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
942;Praktische Programmierfähigkeiten;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False
943;Fähigkeit, neue Dinge schnell zu lernen;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
944;Bachelorabschluss;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
945;Auslandsreise in Italien;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;True;False;True;True;False;False;True;False;False;False
946;Eigene äußerst komplexe Programme schreiben können zur Analyse der verschiedensten Sachverhalte;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False
947;Breit gefächerte Qualifikationen erlangen, um auf viele verschiedene Jobfelder vorbereitet zu sein;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False
948;Makro bestehen;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
949;Praxiserfahrung sammeln;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
950;Selbstständiges Arbeiten lernen;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
951;Freunde finden;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False
952;Für einen Beruf qualifiziert zu sein, von dem ich ohne große finanzielle Nöte leben kann;False;False;False;True;False;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False
953;mein Studium gut abschließen;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False
954;vielleicht einen Auslandsaufenthalt erleben;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
955;gut vorbereitet ins Berufsleben starten;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False
956;Horizonterweiterung;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
957;Selbstverwirklichung;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
958;breitgefächertes Wissen ;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
959;Expertise;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
960;Mein Studium abschließen  ;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False
961;Master abschließen;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
962;Eigene Ideen zum Leben bringen;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
963;Lebensgrundlage ;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
964;gutes Rechtsverständnis;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
965;guter Abswchluss;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
966;Prospektus schreiben;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;True;True;False;True;False;False;True;False;False;False
967;Forschungsbereicht schreiben;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
968;Masterarbeit schreiben;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
969;materials chemist;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
970;Persönliche Weiterbildung;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
971;Generelles Interess an Softwareentwicklung;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False
972;Einen Abschluss haben.;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
973;General Studies CP zusammenbekommen;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
974;Auslandssemester in England;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False
975;Französischkenntnisse auffrischen;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False
976;Eine neue Sprache lernen;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False
977;Ich will der allerbeste sein.;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False
978;Bachelor in Regelstudienzeit beenden;False;False;False;True;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
979;Master auswählen und angenommen werden;False;False;False;True;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
980;Selbstständigkeit in Studium und Leben;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False
981;praktische Erfahrung im Anwendungsbereich;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
982;M. Sc. in Informatik;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
983;Verständnis von Systemen und ihren Zusammenhängen;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
984;Berufsperspektiven nicht nur in der Forschung;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False
985;Kenntnisse von Methoden und ihren Anwendungen;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False
986;praktische Berufserfahrung im Studiengebiet;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
987;Mein Studium abschließen;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False
988;Mehr über das Internet lernen;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
989;Mehrere Programmiersprachen lernen;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False
990;Lernen, wie ein Computer aufgebaut ist und sie selber zusammenbauen können;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
991;Einige Freunde gewinnen, mit welchen ich über daa Studium hinaus in Kontakt bleibe;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;False;True;False;False;False;False;False;False;False
992;Auf die Zukunft , die viel mit der Digitalisierung zu tun haben wird , vorbereitet sein;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False
993;Soziale Ziele: Bekanntschaften, Gute Zeit während des Studiums;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;True;True;False;True;False;False;False;False
994;Interessengebiet eingrenzen, besonders, bei einem so vielfältigen Studiengang;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
995;Erasmusaufenthalt;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False
996;Selbstständigkeit ergründen;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
997;evtl Praktika;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
998;besonders, englische Aussprache verbessern;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False
999;Main Studium abschließen;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
1000;Abschluss als Bachelor;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
1001;Geographie;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1002;Traumberuf erhalten;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False
1003;Die Gesellschaft weiter bringen;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1004;Masterarbeit;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
1005;Genug Wissen für passende Berufswahl erlangen;False;False;False;True;False;False;False;True;True;False;False;False;True;True;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False
1006;Gute Berufschancen haben;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False
1007;Gesund bleiben;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;True;False;True;False;False;False;False
1008;Wissensgewinn;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1009;soziale Kontakte;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False
1010;Lernkompetenz;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1011;Spaß;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False
1012;Einblick in Spieleentwicklung;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False
1013;Jedes Feld der Informatik erforschen;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1014;Komplexes Denkvermögen verbessern;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1015;Problemlösungskompetenz;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1016;Master-Studium in Hamburg;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
1017;Projektleitung übernehmen;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1018;Während des Studiums praktische Erfahrung sammeln;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False
1019;Meine Praktika absolvieren;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False
1020;keine;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False
1021;-Job der Spaß macht;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;True;False;True;False;False;False;False
1022;Eine weitere Fremdsprache außer Englisch lernen.;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1023;Akademisches Wissen erwerben;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1024;Regelstudienzeit einhalten;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
1025;sich für das Berufsleben als Anwendungsentwickler vorzubereiten;False;False;False;True;False;False;False;False;True;False;False;False;True;False;False;True;False;False;True;False;False;False;True;False;False;True;True;True;False;False;False;False;False;True;False;False
1026;Berufsbefähigung;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False
1027;Fachwissen lernen;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1028;grundlegender Überblick über mein gesamtes Studiengebiet;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False
1029;Bachelorabschluss mti 2,0 oder 2,3;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
1030;Master of Education in Bremen;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False
1031;Auslandssemester in Norwegen;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False
1032;Kartographische Kenntnisse erweitern, um ein fundiertes GIS-Wissen zu bekommen;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1033;Norwegisch lernen;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1034;Master beenden;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False
1035;Wissen und Methoden für den Beruf aneignen;False;False;False;True;False;False;False;False;True;False;False;False;True;True;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False
1036;Mich selbst verstehen;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1037;Organisationen und Firmen verstehen;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1038;Berufseinstieg meistern;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;False;False;False
1039;General-Study Punkte sammlen;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False
1040;Pflicht-CP erreichen;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;True;False;False;True;False;False;False
1041;Erfolgreich präsentieren lernen;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
1042;Work-Life_Balance verbessern;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False
1043;Persönlichkeit verlieren;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False
1044;Wie kann man mit dem Studiengang so inkompetent sein.;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False
1045;Mehr Sex;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;True;True;False;False;False;False;False
1046;Masterarbeit schreiben;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False
1047;Gucken ob esin elftes Ziel etwas bringt.;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False
1048;Ganz schön lange Liste;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False
1049;Viel mehr Sex;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False
1050;Herausfinden warum das Semester falsch ist;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False
